5697,0
5698,0
5699,0
5700,0
5701,0
5702,0
5703,0
5704,0
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,0
5722,1571
5723,0
5724,0
5725,0
5726,31
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5733,21
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,0
5745,10
5746,0
5747,0
5748,0
5749,0
5750,0
5751,1054
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,16
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,22
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,22
5776,0
5777,22
5778,0
5779,0
5780,0
5781,22
5782,0
5783,0
5784,22
5785,1570
5786,50
5787,1138
5788,1565
5789,0
5790,0
5791,0
5792,0
5793,0
5794,0
5795,0
5796,0
5797,0
5798,0
5799,0
5800,0
5801,0
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5808,1462
5809,0
5810,0
5811,0
5812,0
5813,0
5814,0
5815,0
5816,0
5817,0
5818,0
5819,0
5820,0
5821,0
5822,0
5823,0
5824,0
5825,0
5826,0
5827,0
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,0
5835,0
5836,0
5837,0
5838,0
5839,0
5840,0
5841,0
5842,123
5843,0
5844,0
5845,0
5846,0
5847,0
5848,0
5849,0
5850,0
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0
5861,0
5862,0
5863,0
5864,0
5865,0
5866,0
5867,0
5868,0
5869,0
5870,0
5871,0
5872,0
5873,0
5874,0
5875,0
5876,708
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5883,0
5884,0
5885,99
5886,1572
5887,0
5888,21
5889,0
5890,0
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,0
5899,0
5900,0
5901,0
5902,1572
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0
5909,0
5910,0
5911,0
5912,0
5913,0
5914,0
5915,0
5916,0
5917,0
5918,0
5919,0
5920,0
5921,0
5922,0
5923,1571
5924,1198
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,0
5934,0
5935,0
5936,0
5937,0
5938,0
5939,1570
5940,0
5941,90
5942,1572
5943,1572
5944,1572
5945,1561
5946,1572
5947,706
5948,0
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,0
5958,0
5959,0
5960,0
5961,0
5962,0
5963,0
5964,0
5965,0
5966,0
5967,0
5968,1562
5969,0
5970,0
5971,0
5972,0
5973,0
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,0
5988,0
5989,0
5990,0
5991,1484
5992,0
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,1446
6004,0
6005,0
6006,0
6007,0
6008,0
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,0
6016,0
6017,0
6018,0
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,1556
6034,0
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,0
6042,0
6043,0
6044,35
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,0
6056,0
6057,0
6058,0
6059,0
6060,0
6061,1564
6062,0
6063,0
6064,0
6065,0
6066,0
6067,0
6068,0
6069,0
6070,34
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,34
6078,0
6079,0
6080,0
6081,0
6082,0
6083,75
6084,0
6085,0
6086,0
6087,36
6088,0
6089,0
6090,40
6091,0
6092,0
6093,34
6094,39
6095,42
6096,34
6097,0
6098,0
6099,0
6100,35
6101,0
6102,0
6103,1570
6104,74
6105,1570
6106,74
6107,1572
6108,74
6109,0
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0
6127,0
6128,0
6129,0
6130,0
6131,0
6132,0
6133,1568
6134,0
6135,0
6136,0
6137,0
6138,0
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,0
6153,0
6154,0
6155,0
6156,0
6157,0
6158,0
6159,0
6160,0
6161,0
6162,0
6163,0
6164,0
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,5
6177,5
6178,0
6179,0
6180,0
6181,0
6182,0
6183,0
6184,5
6185,5
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,981
6200,0
6201,0
6202,0
6203,0
6204,0
6205,0
6206,0
6207,0
6208,0
6209,0
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,630
6223,0
6224,0
6225,0
6226,0
6227,0
6228,0
6229,0
6230,0
6231,0
6232,0
6233,0
6234,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,0
6247,0
6248,0
6249,0
6250,0
6251,0
6252,0
6253,0
6254,0
6255,0
6256,1570
6257,0
6258,0
6259,0
6260,0
6261,0
6262,0
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,1561
6270,0
6271,0
6272,0
6273,0
6274,0
6275,0
6276,0
6277,0
6278,0
6279,0
6280,0
6281,128
6282,16
6283,0
6284,0
6285,0
6286,0
6287,0
6288,161
6289,0
6290,119
6291,0
6292,0
6293,0
6294,0
6295,0
6296,0
6297,0
6298,0
6299,0
6300,0
6301,0
6302,0
6303,0
6304,0
6305,0
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,1572
6318,0
6319,0
6320,0
6321,0
6322,0
6323,0
6324,0
6325,0
6326,0
6327,0
6328,0
6329,0
6330,0
6331,0
6332,0
6333,0
6334,0
6335,0
6336,495
6337,0
6338,0
6339,0
6340,0
6341,0
6342,0
6343,741
6344,0
6345,0
6346,0
6347,0
6348,0
6349,0
6350,0
6351,0
6352,0
6353,0
6354,0
6355,0
6356,0
6357,0
6358,0
6359,0
6360,551
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6367,0
6368,0
6369,0
6370,0
6371,0
6372,0
6373,0
6374,0
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6393,1572
6394,0
6395,0
6396,0
6397,0
6398,0
6399,0
6400,0
6401,0
6402,0
6403,0
6404,0
6405,0
6406,0
6407,117
6408,0
6409,0
6410,0
6411,0
6412,21
6413,0
6414,0
6415,0
6416,1505
6417,0
6418,0
6419,0
6420,0
6421,0
6422,0
6423,0
6424,0
6425,0
6426,0
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,0
6440,0
6441,0
6442,0
6443,0
6444,0
6445,0
6446,1547
6447,0
6448,0
6449,0
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,0
6465,0
6466,0
6467,0
6468,0
6469,0
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
6476,0
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0
6487,0
6488,0
6489,0
6490,0
6491,0
6492,0
6493,0
6494,0
6495,0
6496,0
6497,1572
6498,0
6499,0
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,189
6507,0
6508,0
6509,0
6510,0
6511,0
6512,0
6513,0
6514,0
6515,0
6516,0
6517,0
6518,0
6519,0
6520,0
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,0
6533,0
6534,0
6535,0
6536,1572
6537,0
6538,0
6539,0
6540,0
6541,0
6542,0
6543,0
6544,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,1571
6556,0
6557,62
6558,0
6559,0
6560,204
6561,0
6562,0
6563,0
6564,0
6565,136
6566,0
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,54
6574,0
6575,62
6576,54
6577,54
6578,0
6579,0
6580,0
6581,54
6582,0
6583,62
6584,0
6585,0
6586,62
6587,0
6588,0
6589,0
6590,0
6591,0
6592,0
6593,0
6594,0
6595,54
6596,0
6597,54
6598,62
6599,62
6600,0
6601,0
6602,0
6603,62
6604,0
6605,62
6606,0
6607,0
6608,0
6609,0
6610,0
6611,0
6612,0
6613,62
6614,0
6615,0
6616,0
6617,0
6618,0
6619,54
6620,0
6621,0
6622,62
6623,0
6624,0
6625,0
6626,62
6627,343
6628,0
6629,0
6630,130
6631,0
6632,0
6633,0
6634,0
6635,0
6636,0
6637,0
6638,154
6639,158
6640,62
6641,1570
6642,0
6643,142
6644,0
6645,1100
6646,323
6647,62
6648,0
6649,0
6650,0
6651,143
6652,238
6653,299
6654,0
6655,1107
6656,300
6657,0
6658,129
6659,223
6660,300
6661,0
6662,343
6663,154
6664,343
6665,343
6666,343
6667,1572
6668,0
6669,272
6670,1568
6671,1502
6672,1572
6673,0
6674,1568
6675,0
6676,0
6677,0
6678,0
6679,0
6680,6
6681,0
6682,0
6683,6
6684,6
6685,0
6686,0
6687,0
6688,0
6689,0
6690,0
6691,0
6692,0
6693,0
6694,0
6695,0
6696,0
6697,1562
6698,0
6699,0
6700,0
6701,0
6702,0
6703,0
6704,0
6705,0
6706,0
6707,0
6708,0
6709,0
6710,0
6711,0
6712,0
6713,0
6714,0
6715,0
6716,0
6717,0
6718,0
6719,0
6720,0
6721,0
6722,0
6723,0
6724,500
6725,0
6726,0
6727,0
6728,0
6729,0
6730,0
6731,0
6732,0
6733,0
6734,0
6735,0
6736,0
6737,0
6738,1039
6739,0
6740,0
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0
6750,0
6751,0
6752,0
6753,0
6754,0
6755,0
6756,0
6757,0
6758,0
6759,0
6760,0
6761,0
6762,0
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0
6774,0
6775,0
6776,0
6777,0
6778,0
6779,0
6780,0
6781,0
6782,0
6783,0
6784,0
6785,29
6786,0
6787,0
6788,0
6789,0
6790,0
6791,0
6792,0
6793,0
6794,1423
6795,0
6796,0
6797,0
6798,0
6799,0
6800,0
6801,0
6802,0
6803,0
6804,0
6805,0
6806,0
6807,0
6808,0
6809,0
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,0
6823,0
6824,0
6825,0
6826,0
6827,0
6828,30
6829,29
6830,0
6831,0
6832,0
6833,0
6834,0
6835,0
6836,0
6837,0
6838,9
6839,30
6840,31
6841,103
6842,0
6843,0
6844,0
6845,32
6846,0
6847,29
6848,30
6849,0
6850,0
6851,0
6852,0
6853,0
6854,0
6855,0
6856,31
6857,0
6858,0
6859,31
6860,31
6861,0
6862,0
6863,0
6864,0
6865,0
6866,0
6867,0
6868,0
6869,0
6870,0
6871,143
6872,0
6873,0
6874,1141
6875,0
6876,0
6877,0
6878,31
6879,38
6880,0
6881,1568
6882,839
6883,0
6884,45
6885,32
6886,146
6887,1572
6888,114
6889,1572
6890,1572
6891,0
6892,0
6893,0
6894,0
6895,0
6896,0
6897,0
6898,0
6899,0
6900,0
6901,0
6902,0
6903,1568
6904,0
6905,0
6906,0
6907,0
6908,0
6909,0
6910,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,0
6917,0
6918,0
6919,0
6920,0
6921,0
6922,5
6923,0
6924,0
6925,0
6926,0
6927,5
6928,0
6929,0
6930,0
6931,0
6932,5
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,0
6942,0
6943,0
6944,1556
6945,0
6946,0
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,0
6954,0
6955,0
6956,0
6957,0
6958,0
6959,0
6960,0
6961,0
6962,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,0
6969,0
6970,0
6971,0
6972,0
6973,0
6974,0
6975,0
6976,0
6977,0
6978,0
6979,0
6980,0
6981,0
6982,0
6983,0
6984,0
6985,0
6986,0
6987,0
6988,0
6989,0
6990,0
6991,0
6992,0
6993,0
6994,0
6995,0
6996,0
6997,0
6998,1442
6999,26
7000,0
7001,0
7002,0
7003,0
7004,0
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,0
7014,0
7015,0
7016,22
7017,0
7018,0
7019,285
7020,0
7021,1299
7022,0
7023,0
7024,0
7025,0
7026,0
7027,0
7028,0
7029,0
7030,0
7031,0
7032,0
7033,0
7034,0
7035,0
7036,0
7037,0
7038,0
7039,0
7040,0
7041,0
7042,0
7043,1505
7044,0
7045,0
7046,0
7047,0
7048,0
7049,0
7050,0
7051,0
7052,0
7053,0
7054,23
7055,0
7056,1572
7057,0
7058,0
7059,0
7060,0
7061,0
7062,0
7063,23
7064,0
7065,0
7066,0
7067,23
7068,0
7069,796
7070,0
7071,0
7072,0
7073,0
7074,348
7075,0
7076,0
7077,0
7078,1070
7079,23
7080,1571
7081,0
7082,83
7083,0
7084,81
7085,0
7086,105
7087,1431
7088,0
7089,0
7090,0
7091,0
7092,0
7093,0
7094,0
7095,0
7096,0
7097,0
7098,0
7099,18
7100,24
7101,0
7102,0
7103,0
7104,0
7105,0
7106,0
7107,0
7108,0
7109,1572
7110,0
7111,0
7112,0
7113,0
7114,0
7115,0
7116,0
7117,1499
7118,1498
7119,936
7120,1500
7121,875
7122,0
7123,0
7124,0
7125,0
7126,0
7127,19
7128,0
7129,0
7130,0
7131,0
7132,0
7133,0
7134,0
7135,0
7136,0
7137,0
7138,0
7139,0
7140,0
7141,0
7142,0
7143,0
7144,0
7145,0
7146,0
7147,1572
7148,0
7149,0
7150,0
7151,0
7152,1261
7153,0
7154,0
7155,0
7156,0
7157,0
7158,0
7159,0
7160,0
7161,0
7162,0
7163,0
7164,0
7165,0
7166,0
7167,0
7168,0
7169,0
7170,0
7171,0
7172,0
7173,0
7174,0
7175,372
7176,0
7177,294
7178,0
7179,0
7180,0
7181,0
7182,206
7183,0
7184,283
7185,0
7186,0
7187,225
7188,0
7189,0
7190,0
7191,0
7192,314
7193,0
7194,0
7195,0
7196,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,14
7204,0
7205,0
7206,0
7207,0
7208,0
7209,0
7210,26
7211,0
7212,0
7213,0
7214,32
7215,228
7216,1569
7217,0
7218,0
7219,435
7220,1572
7221,1566
7222,0
7223,0
7224,0
7225,0
7226,0
7227,0
7228,0
7229,0
7230,0
7231,0
7232,0
7233,0
7234,0
7235,0
7236,0
7237,0
7238,0
7239,0
7240,0
7241,0
7242,0
7243,0
7244,0
7245,0
7246,0
7247,3
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,0
7255,0
7256,0
7257,0
7258,0
7259,0
7260,0
7261,0
7262,0
7263,0
7264,0
7265,0
7266,1563
7267,0
7268,0
7269,0
7270,0
7271,0
7272,0
7273,0
7274,3
7275,0
7276,0
7277,0
7278,0
7279,0
7280,0
7281,0
7282,0
7283,0
7284,0
7285,0
7286,0
7287,0
7288,0
7289,0
7290,0
7291,0
7292,0
7293,0
7294,0
7295,0
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,0
7304,0
7305,0
7306,0
7307,0
7308,0
7309,0
7310,0
7311,0
7312,0
7313,0
7314,0
7315,0
7316,0
7317,0
7318,0
7319,0
7320,0
7321,0
7322,0
7323,0
7324,0
7325,0
7326,0
7327,0
7328,0
7329,0
7330,0
7331,0
7332,0
7333,0
7334,0
7335,0
7336,0
7337,0
7338,0
7339,0
7340,0
7341,0
7342,0
7343,0
7344,0
7345,0
7346,1564
7347,0
7348,0
7349,0
7350,0
7351,4
7352,1572
7353,0
7354,0
7355,0
7356,0
7357,0
7358,0
7359,0
7360,0
7361,0
7362,0
7363,0
7364,0
7365,0
7366,0
7367,0
7368,0
7369,0
7370,0
7371,0
7372,0
7373,26
7374,0
7375,0
7376,0
7377,26
7378,0
7379,0
7380,0
7381,0
7382,0
7383,0
7384,25
7385,25
7386,0
7387,0
7388,0
7389,26
7390,0
7391,0
7392,0
7393,26
7394,26
7395,26
7396,26
7397,1551
7398,26
7399,26
7400,0
7401,26
7402,0
7403,26
7404,26
7405,26
7406,1572
7407,0
7408,26
7409,26
7410,26
7411,1572
7412,0
7413,26
7414,1572
7415,1572
7416,0
7417,0
7418,0
7419,0
7420,0
7421,0
7422,0
7423,0
7424,0
7425,0
7426,501
7427,0
7428,0
7429,0
7430,0
7431,0
7432,0
7433,0
7434,0
7435,0
7436,0
7437,0
7438,0
7439,0
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,0
7447,0
7448,0
7449,0
7450,0
7451,3
7452,0
7453,0
7454,0
7455,0
7456,0
7457,0
7458,0
7459,0
7460,0
7461,0
7462,0
7463,0
7464,0
7465,0
7466,0
7467,0
7468,0
7469,0
7470,0
7471,0
7472,0
7473,0
7474,0
7475,0
7476,0
7477,0
7478,1572
7479,0
7480,0
7481,0
7482,0
7483,0
7484,0
7485,0
7486,0
7487,0
7488,0
7489,0
7490,42
7491,628
7492,0
7493,0
7494,0
7495,0
7496,0
7497,0
7498,0
7499,0
7500,0
7501,0
7502,0
7503,0
7504,0
7505,0
7506,0
7507,0
7508,0
7509,0
7510,0
7511,0
7512,0
7513,0
7514,0
7515,0
7516,0
7517,0
7518,0
7519,0
7520,1547
7521,0
7522,0
7523,0
7524,0
7525,0
7526,0
7527,0
7528,0
7529,0
7530,0
7531,0
7532,0
7533,0
7534,0
7535,0
7536,0
7537,0
7538,0
7539,0
7540,0
7541,0
7542,0
7543,0
7544,0
7545,0
7546,0
7547,0
7548,0
7549,0
7550,0
7551,0
7552,0
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,0
7560,0
7561,0
7562,0
7563,0
7564,0
7565,0
7566,0
7567,0
7568,0
7569,0
7570,113
7571,0
7572,126
7573,0
7574,0
7575,0
7576,0
7577,0
7578,0
7579,0
7580,0
7581,0
7582,0
7583,0
7584,0
7585,134
7586,0
7587,0
7588,0
7589,0
7590,0
7591,0
7592,0
7593,0
7594,0
7595,179
7596,0
7597,0
7598,0
7599,0
7600,0
7601,0
7602,0
7603,0
7604,0
7605,0
7606,0
7607,0
7608,109
7609,0
7610,0
7611,0
7612,1570
7613,0
7614,115
7615,16
7616,0
7617,0
7618,0
7619,0
7620,152
7621,467
7622,86
7623,469
7624,447
7625,1572
7626,1563
7627,0
7628,0
7629,0
7630,0
7631,0
7632,0
7633,0
7634,0
7635,0
7636,0
7637,0
7638,0
7639,0
7640,0
7641,0
7642,0
7643,0
7644,0
7645,0
7646,0
7647,0
7648,0
7649,0
7650,0
7651,0
7652,0
7653,0
7654,0
7655,0
7656,0
7657,0
7658,0
7659,0
7660,0
7661,0
7662,0
7663,0
7664,0
7665,0
7666,0
7667,0
7668,0
7669,0
7670,0
7671,0
7672,0
7673,0
7674,0
7675,0
7676,34
7677,0
7678,0
7679,0
7680,0
7681,0
7682,0
7683,0
7684,0
7685,0
7686,0
7687,0
7688,0
7689,0
7690,0
7691,0
7692,0
7693,0
7694,0
7695,0
7696,0
7697,0
7698,0
7699,0
7700,900
7701,0
7702,0
7703,8
7704,9
7705,42
7706,0
7707,0
7708,1564
7709,0
7710,0
7711,0
7712,0
7713,0
7714,0
7715,0
7716,0
7717,0
7718,0
7719,0
7720,0
7721,0
7722,0
7723,0
7724,0
7725,0
7726,0
7727,0
7728,0
7729,0
7730,0
7731,0
7732,0
7733,0
7734,0
7735,0
7736,0
7737,0
7738,0
7739,94
7740,0
7741,0
7742,0
7743,0
7744,11
7745,0
7746,0
7747,0
7748,0
7749,0
7750,0
7751,0
7752,0
7753,11
7754,0
7755,0
7756,0
7757,0
7758,0
7759,0
7760,0
7761,0
7762,0
7763,0
7764,0
7765,0
7766,0
7767,0
7768,0
7769,0
7770,0
7771,0
7772,0
7773,0
7774,0
7775,0
7776,0
7777,0
7778,0
7779,0
7780,0
7781,0
7782,0
7783,0
7784,0
7785,0
7786,0
7787,0
7788,0
7789,0
7790,0
7791,0
7792,0
7793,0
7794,0
7795,0
7796,0
7797,0
7798,0
7799,0
7800,11
7801,0
7802,0
7803,11
7804,0
7805,0
7806,0
7807,0
7808,0
7809,11
7810,0
7811,0
7812,0
7813,0
7814,0
7815,0
7816,0
7817,0
7818,0
7819,0
7820,0
7821,0
7822,0
7823,0
7824,0
7825,0
7826,0
7827,0
7828,0
7829,0
7830,11
7831,11
7832,11
7833,0
7834,0
7835,0
7836,0
7837,0
7838,0
7839,0
7840,0
7841,0
7842,0
7843,0
7844,0
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,0
7863,0
7864,0
7865,0
7866,0
7867,0
7868,0
7869,0
7870,0
7871,0
7872,0
7873,10
7874,0
7875,0
7876,1544
7877,1572
7878,0
7879,0
7880,0
7881,0
7882,0
7883,0
7884,0
7885,0
7886,0
7887,0
7888,0
7889,0
7890,0
7891,0
7892,0
7893,0
7894,0
7895,1307
7896,0
7897,0
7898,0
7899,0
7900,0
7901,0
7902,0
7903,0
7904,0
7905,0
7906,0
7907,0
7908,0
7909,0
7910,0
7911,0
7912,0
7913,0
7914,0
7915,0
7916,0
7917,0
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,406
7925,0
7926,0
7927,0
7928,0
7929,189
7930,133
7931,0
7932,0
7933,0
7934,0
7935,0
7936,0
7937,0
7938,0
7939,0
7940,0
7941,0
7942,0
7943,0
7944,0
7945,0
7946,0
7947,0
7948,0
7949,0
7950,0
7951,0
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,0
7961,0
7962,195
7963,0
7964,1569
7965,0
7966,1570
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,0
7974,0
7975,0
7976,1569
7977,0
7978,114
7979,0
7980,0
7981,0
7982,0
7983,0
7984,1572
7985,0
7986,0
7987,0
7988,0
7989,0
7990,0
7991,0
7992,0
7993,0
7994,1572
7995,0
7996,92
7997,1328
7998,177
7999,0
8000,184
8001,468
8002,84
8003,0
8004,1572
8005,0
8006,1572
8007,170
8008,0
8009,98
8010,1379
8011,187
8012,476
8013,205
8014,110
8015,0
8016,0
8017,205
8018,209
8019,1571
8020,1553
8021,1572
8022,1530
8023,1571
8024,1572
8025,1572
8026,1572
8027,0
8028,0
8029,2
8030,0
8031,0
8032,0
8033,0
8034,0
8035,0
8036,0
8037,0
8038,1571
8039,0
8040,0
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,0
8049,0
8050,0
8051,0
8052,0
8053,0
8054,0
8055,0
8056,0
8057,0
8058,0
8059,0
8060,0
8061,0
8062,0
8063,0
8064,0
8065,0
8066,0
8067,0
8068,0
8069,0
8070,0
8071,0
8072,0
8073,0
8074,0
8075,0
8076,0
8077,0
8078,0
8079,0
8080,0
8081,0
8082,0
8083,0
8084,0
8085,0
8086,0
8087,0
8088,0
8089,0
8090,0
8091,0
8092,0
8093,0
8094,0
8095,0
8096,0
8097,0
8098,0
8099,0
8100,0
8101,0
8102,1570
8103,0
8104,0
8105,1550
8106,0
8107,1568
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,23
8120,0
8121,0
8122,0
8123,0
8124,22
8125,23
8126,23
8127,174
8128,0
8129,0
8130,0
8131,0
8132,0
8133,492
8134,0
8135,0
8136,0
8137,0
8138,0
8139,0
8140,0
8141,0
8142,0
8143,0
8144,0
8145,0
8146,0
8147,0
8148,0
8149,0
8150,0
8151,0
8152,0
8153,0
8154,0
8155,0
8156,0
8157,0
8158,0
8159,0
8160,1365
8161,0
8162,0
8163,18
8164,0
8165,0
8166,0
8167,0
8168,0
8169,0
8170,0
8171,14
8172,11
8173,0
8174,0
8175,1571
8176,11
8177,19
8178,0
8179,117
8180,262
8181,190
8182,0
8183,0
8184,0
8185,310
8186,5
8187,62
8188,656
8189,0
8190,0
8191,0
8192,0
8193,0
8194,102
8195,0
8196,0
8197,77
8198,0
8199,0
8200,0
8201,0
8202,0
8203,0
8204,0
8205,0
8206,0
8207,0
8208,0
8209,0
8210,0
8211,0
8212,0
8213,0
8214,0
8215,0
8216,164
8217,0
8218,0
8219,0
8220,1572
8221,0
8222,1566
8223,0
8224,0
8225,0
8226,0
8227,0
8228,0
8229,0
8230,0
8231,0
8232,0
8233,0
8234,0
8235,0
8236,0
8237,0
8238,0
8239,0
8240,0
8241,0
8242,0
8243,1571
8244,0
8245,0
8246,0
8247,0
8248,0
8249,0
8250,0
8251,0
8252,0
8253,0
8254,0
8255,1568
8256,0
8257,0
8258,0
8259,0
8260,0
8261,0
8262,0
8263,0
8264,0
8265,0
8266,29
8267,0
8268,1552
8269,0
8270,0
8271,0
8272,0
8273,0
8274,0
8275,0
8276,50
8277,0
8278,0
8279,64
8280,782
8281,45
8282,0
8283,91
8284,62
8285,28
8286,186
8287,0
8288,241
8289,983
8290,80
8291,126
8292,296
8293,0
8294,127
8295,120
8296,1571
8297,0
8298,134
8299,76
8300,241
8301,0
8302,0
8303,0
8304,0
8305,0
8306,0
8307,0
8308,0
8309,0
8310,0
8311,0
8312,0
8313,0
8314,0
8315,0
8316,0
8317,0
8318,0
8319,0
8320,0
8321,0
8322,0
8323,0
8324,0
8325,0
8326,0
8327,0
8328,0
8329,0
8330,0
8331,0
8332,0
8333,0
8334,0
8335,0
8336,0
8337,0
8338,1572
8339,0
8340,0
8341,0
8342,0
8343,0
8344,0
8345,0
8346,0
8347,0
8348,0
8349,0
8350,0
8351,0
8352,1535
8353,0
8354,0
8355,0
8356,0
8357,0
8358,0
8359,0
8360,0
8361,0
8362,0
8363,0
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,0
8372,0
8373,0
8374,1501
8375,0
8376,0
8377,0
8378,0
8379,0
8380,0
8381,0
8382,758
8383,0
8384,0
8385,0
8386,0
8387,0
8388,0
8389,0
8390,0
8391,0
8392,0
8393,0
8394,1315
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,0
8403,0
8404,0
8405,0
8406,0
8407,0
8408,0
8409,0
8410,0
8411,0
8412,115
8413,197
8414,282
8415,0
8416,0
8417,105
8418,0
8419,0
8420,0
8421,0
8422,105
8423,1572
8424,0
8425,838
8426,0
8427,0
8428,989
8429,174
8430,0
8431,0
8432,979
8433,0
8434,0
8435,1250
8436,172
8437,0
8438,0
8439,0
8440,1120
8441,322
8442,0
8443,1093
8444,1570
8445,1090
8446,1182
8447,1572
8448,1554
8449,1572
8450,1572
8451,1567
8452,0
8453,0
8454,0
8455,0
8456,0
8457,0
8458,0
8459,0
8460,0
8461,0
8462,0
8463,0
8464,0
8465,0
8466,0
8467,79
8468,9
8469,0
